pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-1272 b,TOI-1272,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,331.599.000,1.800,-1.800,0,41.700,700,-700,0,4.132,226,-151,0,369,20,-13,0,2.700.000,270.000,-250.000,0,8.495,850,-787,0,Mass,350.000,55.000,-55.000,0,,,,,975,12,-12,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5065.00,52.00,-50.00,0,0.79,0.01,-0.01,0,0.88,0.01,-0.02,0,182,54,-56,0,[Fe/H],4.58,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h16m47.09s,1.991.962.036,+49d51m39.81s,498.610.591,1.375.720.000,4.030.000,-4.010.000,117.580.000,460.000,-460.000,97.010.000,200.000,-200.000,116.000.000,4.970,-4.970,2024-07-23,2024-06,2024-07-23
TOI-1273 b,TOI-1273,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,463.129.600,300,-300,0,54.900,1.000,-1.000,0,11.097,2.466,-2.466,0,990,220,-220,0,7.055.791,476.743,-476.743,0,22.200,1.500,-1.500,0,Mass,55.000,32.000,-32.000,0,,,,,1211,15,-15,0,0,,,,,<a refstr=SERRANO_BELL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207861S/abstract target=ref>Serrano Bell et al. 2024</a>,,5690.00,40.00,-40.00,0,01.06,0.02,-0.02,0,01.06,0.06,-0.06,0,70,40,-40,0,[Fe/H],4.37,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h16m29.01s,2.141.208.564,+58d23m24.91s,583.902.534,1.771.180.000,12.220.000,-12.060.000,109.800.000,90.000,-90.000,94.170.000,240.000,-240.000,108.662.000,2.610,-2.610,2024-03-05,2024-02,2024-03-05
TOI-1278 b,TOI-1278,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,1.447.567.000,21.000,-21.000,0,95.000,1.000,-1.000,0,12.218,2.690,-2.242,0,1.090,240,-200,0,587.982.553,15.891.420,-15.891.420,0,1.850.000,50.000,-50.000,0,Mass,13.000,4.000,-4.000,0,,,,,,,,,0,,,,,<a refstr=ARTIGAU_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..144A/abstract target=ref>Artigau et al. 2021</a>,M0 V,3799.00,42.00,-42.00,0,0.57,0.01,-0.01,0,0.54,0.02,-0.02,0,-10,280,-280,0,[Fe/H],4.68,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h21m54.83s,3.204.784.442,+35d38m55.05s,356.486.250,755.759.000,1.549.500,-1.549.500,135.020.000,930.000,-930.000,97.350.000,120.000,-120.000,127.543.000,2.710,-2.710,2021-08-03,2021-10,2021-08-03
TOI-1279 b,TOI-1279,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,961.419.000,4.000,-4.000,0,85.000,2.000,-2.000,0,2.661,138,-106,0,237,12,-9,0,1.060.000,250.000,-250.000,0,3.335,787,-787,0,Mass,0,,,0,,,,,759,12,-12,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5457.00,67.00,-68.00,0,0.84,0.01,-0.01,0,0.88,0.03,-0.03,0,-79,56,-59,0,[Fe/H],4.53,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h20m15.09s,1.850.628.734,+56d12m05.07s,562.014.094,1.070.550.000,2.860.000,-2.840.000,107.140.000,60.000,-60.000,88.870.000,150.000,-150.000,104.785.000,1.920,-1.920,2024-07-22,2024-06,2024-07-22
TOI-128.01,TOI-128,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,494.046.810,,,0,53.810,,,0,2.219,109,-109,0,198,10,-10,0,,,,,,,,,,,,,,182.41,,,0,1345,,,0,0,,,,,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,6086.00,,,0,1.13,,,0,0.85,,,0,,,,,,4.26,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h18m05.03s,795.209.381,-80d57m51.78s,-809.643.840,684.727.000,1.192.000,-1.188.000,84.400.000,300.000,-300.000,69.320.000,330.000,-330.000,83.717.300,4.390,-4.390,2024-06-11,2024-05,2024-06-11
TOI-1288 b,TOI-1288,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,269.982.790,490,-490,0,37.400,700,-800,0,4.968,108,-100,0,443,10,-9,0,4.410.000,270.000,-260.000,0,13.875,850,-818,0,Mass,0,,,0,,,,,1203,20,-19,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5388.00,68.00,-66.00,0,0.96,0.02,-0.02,0,0.96,0.03,-0.03,0,257,58,-58,0,[Fe/H],4.45,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h52m40.09s,3.131.670.294,+65d36m31.62s,656.087.833,1.148.650.000,3.220.000,-3.210.000,104.450.000,70.000,-70.000,87.790.000,210.000,-210.000,104.468.000,3.580,-3.580,2024-07-22,2024-06,2024-07-22
TOI-1294 b,TOI-1294,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,391.529.200,1.500,-1.500,0,51.000,1.000,-1.000,0,10.124,236,-221,0,903,21,-20,0,6.390.000,470.000,-450.000,0,20.105,1.479,-1.416,0,Mass,0,,,0,,,,,1393,23,-25,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5718.00,58.00,-78.00,0,1.56,0.03,-0.03,0,1.16,0.06,-0.05,0,283,60,-59,0,[Fe/H],4.12,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h52m22.23s,2.230.926.408,+70d28m35.61s,704.765.573,3.326.480.000,23.010.000,-22.710.000,113.140.000,300.000,-300.000,99.640.000,200.000,-200.000,113.998.000,2.960,-2.960,2024-07-22,2024-06,2024-07-22
TOI-1295 b,TOI-1295,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,319.688.380,50,-50,0,47.000,2.000,-2.000,0,15.693,897,-897,0,1.400,80,-80,0,45.131.634,2.542.627,-2.542.627,0,142.000,8.000,-8.000,0,Mass,24.000,20.000,-20.000,0,1800.00,130.00,-130.00,0,2360,50,-50,0,0,,,,,<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,F,6280.00,50.00,-50.00,0,1.70,0.03,-0.03,0,1.38,0.08,-0.08,0,260,60,-60,0,[Fe/H],4.10,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h06m41.33s,2.566.722.026,+67d52m17.41s,678.715.032,3.882.270.000,44.970.000,-43.980.000,113.030.000,110.000,-110.000,100.800.000,160.000,-160.000,111.307.000,4.910,-4.910,2025-01-22,2024-12,2025-01-22
TOI-1296 b,TOI-1296,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,394.437.360,160,-160,0,51.000,1.000,-1.000,0,14.116,285,-263,0,1.259,25,-23,0,9.530.000,470.000,-460.000,0,29.985,1.479,-1.447,0,Mass,0,,,0,,,,,1415,25,-23,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5567.00,78.00,-72.00,0,1.70,0.03,-0.03,0,1.16,0.03,-0.02,0,405,59,-18,0,[Fe/H],04.04,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h07m04.95s,2.567.706.392,+70d14m18.53s,702.384.806,3.232.650.000,28.450.000,-27.970.000,113.700.000,190.000,-190.000,97.420.000,160.000,-160.000,112.912.000,3.150,-3.150,2024-07-23,2024-06,2024-07-23
TOI-1298 b,TOI-1298,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,453.714.300,300,-300,0,57.000,1.000,-1.000,0,9.658,199,-173,0,862,18,-15,0,9.900.000,600.000,-600.000,0,31.149,1.888,-1.888,0,Mass,0,,,0,,,,,1278,20,-26,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5752.00,69.00,-99.00,0,1.45,0.03,-0.02,0,1.22,0.02,-0.06,0,397,61,-58,0,[Fe/H],4.19,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h05m17.50s,2.413.229.012,+70d11m24.14s,701.900.397,3.190.360.000,20.010.000,-19.780.000,118.890.000,220.000,-220.000,100.120.000,160.000,-160.000,114.038.000,2.680,-2.680,2024-07-23,2024-06,2024-07-23
TOI-1301.01,TOI-1301,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,609.640.721,357,-361,0,59.866,2.199,-2.372,0,2.477,196,-177,0,221,17,-16,0,,,,,,,,,,,,,,72.55,11.94,-10.49,0,,,,,0,,,,,<a refstr=CROSSFIELD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241116836C/abstract target=ref>Crossfield et al. 2024</a>,,4820.00,32.00,-32.00,0,0.73,0.05,-0.05,0,0.77,0.09,-0.09,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h23m27.01s,2.758.625.432,+71d34m54.29s,715.817.479,908.693.000,1.896.000,-1.889.000,113.370.000,150.000,-150.000,90.440.000,230.000,-230.000,111.355.000,9.650,-9.650,2024-12-10,2024-11,2024-12-10
TOI-132 b,TOI-132,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,210.970.190,1.200,-1.100,0,26.000,2.000,-3.000,0,3.420,130,-140,0,305,12,-12,0,2.240.000,190.000,-192.000,0,7.048,598,-604,0,Mass,59.000,50.000,-37.000,0,860.00,,,0,1395,52,-72,0,0,,,,,<a refstr=D_IACUTE_AZ_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.493..973D/abstract target=ref>D&iacute;az et al. 2020</a>,G8 V,5397.00,46.00,-46.00,0,0.90,0.02,-0.02,0,0.97,0.06,-0.06,0,160,100,-100,0,[Fe/H],4.48,0.23,-0.23,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m35.92s,3.383.996.623,-43d26m12.74s,-434.368.720,1.636.780.000,9.930.000,-9.810.000,111.970.000,130.000,-130.000,96.460.000,230.000,-230.000,113.208.000,7.020,-7.020,2020-02-21,2020-03,2020-02-27
TOI-1333 b,TOI-1333,1,2,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,472.021.900,1.100,-1.100,0,62.600,1.100,-1.200,0,15.648,628,-605,0,1.396,56,-54,0,75.325.710,7.627.920,-7.627.920,0,237.000,24.000,-24.000,0,Mass,73.000,92.000,-52.000,0,,,,,1679,35,-34,0,0,555.000,21.000,-21.000,0,<a refstr=RODRIGUEZ_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..194R/abstract target=ref>Rodriguez et al. 2021</a>,,6274.00,97.00,-97.00,0,1.93,0.06,-0.06,0,1.46,0.08,-0.08,0,119,78,-77,0,[Fe/H],04.03,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h40m03.49s,3.250.145.363,+48d24m24.36s,484.067.674,2.004.920.000,12.020.000,-11.880.000,94.380.000,30.000,-30.000,82.720.000,240.000,-240.000,93.503.900,2.130,-2.130,2021-02-25,2021-04,2021-03-04
TOI-1338 b,TOI-1338 A,1,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=WANG__AMP__LIU_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...31W/abstract target=ref>Wang &amp; Liu 2024</a>,9.540.010.000,620.000,-560.000,0,,,,,7.661,53,-53,0,683,5,-5,0,1.130.000,210.000,-210.000,0,3.550,660,-670,0,Mass,33.100,2.200,-2.100,0,,,,,,,,,1,,,,,<a refstr=WANG__AMP__LIU_2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....168...31W/abstract target=ref>Wang &amp; Liu 2024</a>,,,,,,1.31,0.00,0.00,0,01.09,0.01,-0.01,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h08m31.94s,921.330.955,-59d32m27.55s,-595.409.853,3.990.170.000,31.620.000,-31.130.000,117.220.000,220.000,-220.000,106.350.000,210.000,-210.000,118.764.000,1.740,-1.740,2024-08-07,2024-07,2024-08-07
TOI-1347 b,TOI-1347,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RUBENZAHL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207451R/abstract target=ref>Rubenzahl et al. 2024</a>,84.742.346,61,-61,0,,,,,1.800,100,-100,0,161,9,-9,0,1.110.000,120.000,-120.000,0,3.492,378,-378,0,Mass,0,,,0,,,,,1400,40,-40,0,0,,,,,<a refstr=RUBENZAHL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207451R/abstract target=ref>Rubenzahl et al. 2024</a>,,5464.00,100.00,-100.00,0,0.83,0.03,-0.03,0,0.91,0.03,-0.03,0,40,60,-60,0,[Fe/H],4.64,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h41m18.40s,2.803.266.806,+70d17m24.19s,702.900.536,1.474.760.000,10.500.000,-10.350.000,111.680.000,130.000,-130.000,96.160.000,150.000,-150.000,112.087.000,11.500,-11.500,2024-03-04,2024-02,2024-03-04
TOI-1347 c,TOI-1347,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RUBENZAHL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207451R/abstract target=ref>Rubenzahl et al. 2024</a>,484.196.200,1.200,-1.200,0,,,,,1.600,100,-100,0,143,9,-9,0,640.000,,,1,2.014,,,1,Mass,0,,,0,,,,,1000,25,-25,0,0,,,,,<a refstr=RUBENZAHL_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240207451R/abstract target=ref>Rubenzahl et al. 2024</a>,,5464.00,100.00,-100.00,0,0.83,0.03,-0.03,0,0.91,0.03,-0.03,0,40,60,-60,0,[Fe/H],4.64,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h41m18.40s,2.803.266.806,+70d17m24.19s,702.900.536,1.474.760.000,10.500.000,-10.350.000,111.680.000,130.000,-130.000,96.160.000,150.000,-150.000,112.087.000,11.500,-11.500,2024-03-04,2024-02,2024-03-04
TOI-1386 b,TOI-1386,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,2.584.010.000,310.000,-310.000,0,173.000,3.000,-3.000,0,6.216,206,-170,0,555,18,-15,0,4.580.000,580.000,-570.000,0,14.410,1.825,-1.793,0,Mass,0,,,0,,,,,615,10,-10,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,5735.00,75.00,-77.00,0,01.02,0.02,-0.02,0,01.04,0.03,-0.04,0,149,59,-58,0,[Fe/H],4.43,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h18m00.98s,3.345.041.029,+54d19m08.56s,543.190.454,1.468.580.000,6.870.000,-6.800.000,106.100.000,80.000,-80.000,90.860.000,190.000,-190.000,105.069.000,2.370,-2.370,2024-07-22,2024-06,2024-07-22
TOI-139 b,TOI-139,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,1.107.085.000,2.400,-3.000,0,,,,,2.457,212,-124,0,219,19,-11,0,,,,,,,,,,,,,,,,,,561,,,0,0,,,,,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4570.00,50.00,-50.00,0,0.70,0.06,-0.06,0,0.69,0.09,-0.09,0,-238,80,-80,0,[M/H],4.71,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h25m36.58s,3.364.024.144,-34d54m34.97s,-349.097.131,424.061.000,764.000,-762.000,105.500.000,300.000,-300.000,76.400.000,210.000,-210.000,100.772.000,4.760,-4.760,2023-05-26,2023-01,2023-05-26
TOI-1408 b,TOI-1408,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KORTH_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240717798K/abstract target=ref>Korth et al. 2024</a>,442.587.000,3.000,-3.000,0,57.780,100,-100,0,25.000,4.000,-4.000,0,2.230,357,-357,0,59.300.000,400.000,-400.000,0,186.579,1.259,-1.259,0,Mass,2.300,500,-500,0,,,,,,,,,1,,,,,<a refstr=KORTH_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240717798K/abstract target=ref>Korth et al. 2024</a>,F8 V,6117.00,31.00,-31.00,0,1.53,0.02,-0.02,0,1.31,0.01,-0.01,0,250,60,-60,0,[Fe/H],4.10,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h54m02.65s,3.135.110.469,+72d34m50.32s,725.806.455,1.394.840.000,4.180.000,-4.170.000,92.700.010,30.000,-30.000,80.780.000,200.000,-200.000,91.879.500,2.230,-2.230,2024-08-07,2024-07,2024-08-07
TOI-1408 c,TOI-1408,1,1,2,Transit Timing Variations,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KORTH_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240717798K/abstract target=ref>Korth et al. 2024</a>,216.640.000,10.000,-10.000,0,35.870,80,-80,0,2.220,60,-60,0,198,5,-5,0,760.000,20.000,-20.000,0,2.391,63,-63,0,Mass,135.300,100,-100,0,,,,,,,,,1,,,,,<a refstr=KORTH_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240717798K/abstract target=ref>Korth et al. 2024</a>,F8 V,6117.00,31.00,-31.00,0,1.53,0.02,-0.02,0,1.31,0.01,-0.01,0,250,60,-60,0,[Fe/H],4.10,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h54m02.65s,3.135.110.469,+72d34m50.32s,725.806.455,1.394.840.000,4.180.000,-4.170.000,92.700.010,30.000,-30.000,80.780.000,200.000,-200.000,91.879.500,2.230,-2.230,2024-08-07,2024-07,2024-08-07
TOI-1410.01,TOI-1410,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,121.687.000,3.000,-3.000,0,20.700,400,-400,0,3.101,220,-161,0,277,20,-14,0,1.250.000,110.000,-100.000,0,3.933,346,-315,0,Mass,0,,,0,,,,,1237,25,-22,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4635.00,52.00,-52.00,0,0.76,0.02,-0.02,0,0.79,0.02,-0.02,0,328,77,-92,0,[Fe/H],4.58,0.03,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h19m31.88s,3.348.828.486,+42d33m37.13s,425.603.141,727.512.000,1.607.000,-1.601.000,111.110.000,150.000,-150.000,85.770.000,200.000,-200.000,108.746.000,4.900,-4.900,2024-07-23,2024-06,2024-07-23
TOI-1411 b,TOI-1411,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=POLANSKI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJS..272...32P/abstract target=ref>Polanski et al. 2024</a>,145.205.270,170,-170,0,21.220,400,-400,0,1.199,49,-45,0,107,4,-4,0,200.000,120.000,-110.000,0,629,378,-346,0,Mass,0,,,0,,,,,976,18,-18,0,0,,,,,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,4115.00,42.00,-45.00,0,0.61,0.02,-0.02,0,0.60,0.01,-0.01,0,12,71,-75,0,[Fe/H],4.64,0.01,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h31m47.05s,2.329.460.470,+47d03m19.98s,470.555.507,324.778.000,225.000,-225.000,105.100.000,300.000,-300.000,72.500.000,210.000,-210.000,98.772.300,5.260,-5.260,2024-07-22,2024-06,2024-07-22
